asset,candidate,exit_config,pf_2022,pf_2023,gate_2022,gate_2023,survives_both_years,rank_within_asset
SOLUSDT,0.75 | 2.5 | 1.5,"Espacio 1 — Gestión multivariable (distance x activation x be simultáneos; atr_mult=1.5/atr_period=14/max_hold=20 fijos; sesión=dcv1_activo_15h única, sin control_8h)",1.21,1.361,False,False,False,
SOLUSDT,1.0 | 1.5 | 0.5,"Espacio 1 — Gestión multivariable (distance x activation x be simultáneos; atr_mult=1.5/atr_period=14/max_hold=20 fijos; sesión=dcv1_activo_15h única, sin control_8h)",1.206,1.245,False,False,False,
SOLUSDT,1.0 | 1.5 | 1.0,"Espacio 1 — Gestión multivariable (distance x activation x be simultáneos; atr_mult=1.5/atr_period=14/max_hold=20 fijos; sesión=dcv1_activo_15h única, sin control_8h)",1.003,1.347,False,False,False,
SOLUSDT,1.0 | 1.5 | 1.5,"Espacio 1 — Gestión multivariable (distance x activation x be simultáneos; atr_mult=1.5/atr_period=14/max_hold=20 fijos; sesión=dcv1_activo_15h única, sin control_8h)",1.092,1.4,False,False,False,
SOLUSDT,1.0 | 2.0 | 0.5,"Espacio 1 — Gestión multivariable (distance x activation x be simultáneos; atr_mult=1.5/atr_period=14/max_hold=20 fijos; sesión=dcv1_activo_15h única, sin control_8h)",1.216,1.142,False,False,False,
SOLUSDT,1.0 | 2.0 | 1.0,"Espacio 1 — Gestión multivariable (distance x activation x be simultáneos; atr_mult=1.5/atr_period=14/max_hold=20 fijos; sesión=dcv1_activo_15h única, sin control_8h)",1.003,1.272,False,False,False,
SOLUSDT,1.0 | 2.0 | 1.5,"Espacio 1 — Gestión multivariable (distance x activation x be simultáneos; atr_mult=1.5/atr_period=14/max_hold=20 fijos; sesión=dcv1_activo_15h única, sin control_8h)",1.08,1.294,False,False,False,
SOLUSDT,1.0 | 2.5 | 0.5,"Espacio 1 — Gestión multivariable (distance x activation x be simultáneos; atr_mult=1.5/atr_period=14/max_hold=20 fijos; sesión=dcv1_activo_15h única, sin control_8h)",1.336,1.196,False,False,False,
SOLUSDT,1.0 | 2.5 | 1.0,"Espacio 1 — Gestión multivariable (distance x activation x be simultáneos; atr_mult=1.5/atr_period=14/max_hold=20 fijos; sesión=dcv1_activo_15h única, sin control_8h)",1.125,1.307,False,False,False,
SOLUSDT,1.0 | 2.5 | 1.5,"Espacio 1 — Gestión multivariable (distance x activation x be simultáneos; atr_mult=1.5/atr_period=14/max_hold=20 fijos; sesión=dcv1_activo_15h única, sin control_8h)",1.194,1.316,False,False,False,
SOLUSDT,1.5 | 1.5 | 0.5,"Espacio 1 — Gestión multivariable (distance x activation x be simultáneos; atr_mult=1.5/atr_period=14/max_hold=20 fijos; sesión=dcv1_activo_15h única, sin control_8h)",1.296,1.087,False,False,False,
SOLUSDT,1.5 | 1.5 | 1.0,"Espacio 1 — Gestión multivariable (distance x activation x be simultáneos; atr_mult=1.5/atr_period=14/max_hold=20 fijos; sesión=dcv1_activo_15h única, sin control_8h)",1.192,1.2,False,False,False,
SOLUSDT,1.5 | 1.5 | 1.5,"Espacio 1 — Gestión multivariable (distance x activation x be simultáneos; atr_mult=1.5/atr_period=14/max_hold=20 fijos; sesión=dcv1_activo_15h única, sin control_8h)",1.23,1.225,False,False,False,
SOLUSDT,1.5 | 2.0 | 0.5,"Espacio 1 — Gestión multivariable (distance x activation x be simultáneos; atr_mult=1.5/atr_period=14/max_hold=20 fijos; sesión=dcv1_activo_15h única, sin control_8h)",1.29,1.07,False,False,False,
SOLUSDT,1.5 | 2.0 | 1.0,"Espacio 1 — Gestión multivariable (distance x activation x be simultáneos; atr_mult=1.5/atr_period=14/max_hold=20 fijos; sesión=dcv1_activo_15h única, sin control_8h)",1.178,1.184,False,False,False,
SOLUSDT,1.5 | 2.0 | 1.5,"Espacio 1 — Gestión multivariable (distance x activation x be simultáneos; atr_mult=1.5/atr_period=14/max_hold=20 fijos; sesión=dcv1_activo_15h única, sin control_8h)",1.224,1.198,False,False,False,
SOLUSDT,1.5 | 2.5 | 0.5,"Espacio 1 — Gestión multivariable (distance x activation x be simultáneos; atr_mult=1.5/atr_period=14/max_hold=20 fijos; sesión=dcv1_activo_15h única, sin control_8h)",1.261,1.056,False,False,False,
SOLUSDT,1.5 | 2.5 | 1.0,"Espacio 1 — Gestión multivariable (distance x activation x be simultáneos; atr_mult=1.5/atr_period=14/max_hold=20 fijos; sesión=dcv1_activo_15h única, sin control_8h)",1.153,1.161,False,False,False,
SOLUSDT,1.5 | 2.5 | 1.5,"Espacio 1 — Gestión multivariable (distance x activation x be simultáneos; atr_mult=1.5/atr_period=14/max_hold=20 fijos; sesión=dcv1_activo_15h única, sin control_8h)",1.201,1.176,False,False,False,
