asset,candidate,exit_config,pf_2022,pf_2023,gate_2022,gate_2023,survives_both_years,rank_within_asset
BTCUSDT,A_sweep_bos + A_pullback_50,"Rama B — Trigger/Entry (Bias=A/Gestión V3-A ancla/atr_mult=1.5/atr_period=14/max_hold=20/risk=0.005 fijos; sesión=dcv1_activo_15h única; Trigger y Entry variables, sin celda D_range_breakout + A_pullback_50 — incompatibilidad estructural, no interacción evaluable)",10.293,20.689,False,False,False,
BTCUSDT,D_range_breakout + C_market_close,"Rama B — Trigger/Entry (Bias=A/Gestión V3-A ancla/atr_mult=1.5/atr_period=14/max_hold=20/risk=0.005 fijos; sesión=dcv1_activo_15h única; Trigger y Entry variables, sin celda D_range_breakout + A_pullback_50 — incompatibilidad estructural, no interacción evaluable)",0.772,1.25,False,False,False,
ETHUSDT,A_sweep_bos + A_pullback_50,"Rama B — Trigger/Entry (Bias=A/Gestión V3-A ancla/atr_mult=1.5/atr_period=14/max_hold=20/risk=0.005 fijos; sesión=dcv1_activo_15h única; Trigger y Entry variables, sin celda D_range_breakout + A_pullback_50 — incompatibilidad estructural, no interacción evaluable)",15.481,,False,False,False,
ETHUSDT,D_range_breakout + C_market_close,"Rama B — Trigger/Entry (Bias=A/Gestión V3-A ancla/atr_mult=1.5/atr_period=14/max_hold=20/risk=0.005 fijos; sesión=dcv1_activo_15h única; Trigger y Entry variables, sin celda D_range_breakout + A_pullback_50 — incompatibilidad estructural, no interacción evaluable)",1.148,0.676,False,False,False,
SOLUSDT,A_sweep_bos + A_pullback_50,"Rama B — Trigger/Entry (Bias=A/Gestión V3-A ancla/atr_mult=1.5/atr_period=14/max_hold=20/risk=0.005 fijos; sesión=dcv1_activo_15h única; Trigger y Entry variables, sin celda D_range_breakout + A_pullback_50 — incompatibilidad estructural, no interacción evaluable)",14.825,50.935,False,False,False,
SOLUSDT,D_range_breakout + C_market_close,"Rama B — Trigger/Entry (Bias=A/Gestión V3-A ancla/atr_mult=1.5/atr_period=14/max_hold=20/risk=0.005 fijos; sesión=dcv1_activo_15h única; Trigger y Entry variables, sin celda D_range_breakout + A_pullback_50 — incompatibilidad estructural, no interacción evaluable)",0.835,0.944,False,False,False,
