entry_time,exit_time,direction,reason,pnl_r,duration_h,symbol,periodo,config
2022-12-18 09:00:00+00:00,2022-12-18 18:00:00+00:00,short,stop,-1.0577,9,SOLUSDT,2022,V3-A (1R/2R/1R)
2022-12-22 13:00:00+00:00,2022-12-22 16:00:00+00:00,short,stop,1.1128,3,SOLUSDT,2022,V3-A (1R/2R/1R)
2022-12-30 07:00:00+00:00,2022-12-30 12:00:00+00:00,short,stop,-1.0124,5,SOLUSDT,2022,V3-A (1R/2R/1R)
2022-01-09 07:00:00+00:00,2022-01-09 19:00:00+00:00,short,stop,-1.0264,12,SOLUSDT,2022,V3-B (0.75R/1.5R/0.75R)
2022-01-10 10:00:00+00:00,2022-01-10 15:00:00+00:00,short,stop,2.9005,5,SOLUSDT,2022,V3-B (0.75R/1.5R/0.75R)
2022-01-28 08:00:00+00:00,2022-01-28 14:00:00+00:00,short,stop,-0.0224,6,SOLUSDT,2022,V3-B (0.75R/1.5R/0.75R)
2022-01-30 16:00:00+00:00,2022-01-30 22:00:00+00:00,short,stop,0.7296,6,SOLUSDT,2022,V3-B (0.75R/1.5R/0.75R)
2022-02-02 15:00:00+00:00,2022-02-02 18:00:00+00:00,short,stop,-1.0279,3,SOLUSDT,2022,V3-B (0.75R/1.5R/0.75R)
2022-02-06 15:00:00+00:00,2022-02-07 03:00:00+00:00,short,stop,-1.0368,12,SOLUSDT,2022,V3-B (0.75R/1.5R/0.75R)
2022-02-08 08:00:00+00:00,2022-02-08 23:00:00+00:00,short,stop,-0.028,15,SOLUSDT,2022,V3-B (0.75R/1.5R/0.75R)
2022-02-16 13:00:00+00:00,2022-02-16 19:00:00+00:00,short,stop,-1.0369,6,SOLUSDT,2022,V3-B (0.75R/1.5R/0.75R)
2022-02-26 16:00:00+00:00,2022-02-27 05:00:00+00:00,short,stop,1.2176,13,SOLUSDT,2022,V3-B (0.75R/1.5R/0.75R)
2022-03-08 16:00:00+00:00,2022-03-08 17:00:00+00:00,short,stop,-1.0335,1,SOLUSDT,2022,V3-B (0.75R/1.5R/0.75R)
2022-03-13 10:00:00+00:00,2022-03-13 15:00:00+00:00,short,stop,-0.0705,5,SOLUSDT,2022,V3-B (0.75R/1.5R/0.75R)
2022-03-21 16:00:00+00:00,2022-03-22 02:00:00+00:00,short,stop,-1.0429,10,SOLUSDT,2022,V3-B (0.75R/1.5R/0.75R)
2022-03-26 08:00:00+00:00,2022-03-27 04:00:00+00:00,long,stop,-0.0434,20,SOLUSDT,2022,V3-B (0.75R/1.5R/0.75R)
2022-04-01 07:00:00+00:00,2022-04-01 23:00:00+00:00,long,stop,1.8267,16,SOLUSDT,2022,V3-B (0.75R/1.5R/0.75R)
2022-04-05 08:00:00+00:00,2022-04-05 13:00:00+00:00,long,stop,-0.0388,5,SOLUSDT,2022,V3-B (0.75R/1.5R/0.75R)
2022-04-10 15:00:00+00:00,2022-04-10 19:00:00+00:00,long,stop,0.9994,4,SOLUSDT,2022,V3-B (0.75R/1.5R/0.75R)
2022-04-13 10:00:00+00:00,2022-04-13 14:00:00+00:00,short,stop,-0.0368,4,SOLUSDT,2022,V3-B (0.75R/1.5R/0.75R)
2022-04-14 13:00:00+00:00,2022-04-14 21:00:00+00:00,short,stop,0.749,8,SOLUSDT,2022,V3-B (0.75R/1.5R/0.75R)
2022-04-21 10:00:00+00:00,2022-04-21 14:00:00+00:00,long,stop,-0.0424,4,SOLUSDT,2022,V3-B (0.75R/1.5R/0.75R)
2022-04-26 14:00:00+00:00,2022-04-26 17:00:00+00:00,short,stop,-0.0502,3,SOLUSDT,2022,V3-B (0.75R/1.5R/0.75R)
2022-04-28 14:00:00+00:00,2022-04-28 15:00:00+00:00,short,stop,-1.048,1,SOLUSDT,2022,V3-B (0.75R/1.5R/0.75R)
2022-05-02 09:00:00+00:00,2022-05-02 13:00:00+00:00,short,stop,-0.0381,4,SOLUSDT,2022,V3-B (0.75R/1.5R/0.75R)
2022-05-03 13:00:00+00:00,2022-05-03 21:00:00+00:00,short,stop,0.9144,8,SOLUSDT,2022,V3-B (0.75R/1.5R/0.75R)
2022-05-05 14:00:00+00:00,2022-05-05 16:00:00+00:00,short,stop,0.8469,2,SOLUSDT,2022,V3-B (0.75R/1.5R/0.75R)
2022-05-14 10:00:00+00:00,2022-05-14 16:00:00+00:00,short,stop,-0.0137,6,SOLUSDT,2022,V3-B (0.75R/1.5R/0.75R)
2022-05-20 14:00:00+00:00,2022-05-20 20:00:00+00:00,short,stop,-0.022,6,SOLUSDT,2022,V3-B (0.75R/1.5R/0.75R)
2022-05-31 13:00:00+00:00,2022-05-31 15:00:00+00:00,short,stop,-1.0284,2,SOLUSDT,2022,V3-B (0.75R/1.5R/0.75R)
2022-06-03 07:00:00+00:00,2022-06-03 12:00:00+00:00,short,stop,1.499,5,SOLUSDT,2022,V3-B (0.75R/1.5R/0.75R)
2022-06-10 09:00:00+00:00,2022-06-10 14:00:00+00:00,short,stop,0.7169,5,SOLUSDT,2022,V3-B (0.75R/1.5R/0.75R)
2022-06-16 13:00:00+00:00,2022-06-16 16:00:00+00:00,short,stop,-1.0143,3,SOLUSDT,2022,V3-B (0.75R/1.5R/0.75R)
2022-06-25 15:00:00+00:00,2022-06-25 21:00:00+00:00,short,stop,-1.0268,6,SOLUSDT,2022,V3-B (0.75R/1.5R/0.75R)
2022-06-26 14:00:00+00:00,2022-06-26 20:00:00+00:00,short,stop,-0.0296,6,SOLUSDT,2022,V3-B (0.75R/1.5R/0.75R)
2022-06-28 15:00:00+00:00,2022-06-29 01:00:00+00:00,short,stop,0.7936,10,SOLUSDT,2022,V3-B (0.75R/1.5R/0.75R)
2022-07-01 10:00:00+00:00,2022-07-01 18:00:00+00:00,short,stop,-1.0216,8,SOLUSDT,2022,V3-B (0.75R/1.5R/0.75R)
2022-07-08 08:00:00+00:00,2022-07-08 15:00:00+00:00,short,stop,-1.0339,7,SOLUSDT,2022,V3-B (0.75R/1.5R/0.75R)
2022-07-14 13:00:00+00:00,2022-07-14 15:00:00+00:00,short,stop,-1.0398,2,SOLUSDT,2022,V3-B (0.75R/1.5R/0.75R)
2022-07-16 15:00:00+00:00,2022-07-16 17:00:00+00:00,long,stop,2.0246,2,SOLUSDT,2022,V3-B (0.75R/1.5R/0.75R)
2022-07-30 08:00:00+00:00,2022-07-30 14:00:00+00:00,long,stop,1.302,6,SOLUSDT,2022,V3-B (0.75R/1.5R/0.75R)
2022-07-31 09:00:00+00:00,2022-07-31 18:00:00+00:00,long,stop,-1.0322,9,SOLUSDT,2022,V3-B (0.75R/1.5R/0.75R)
2022-08-02 16:00:00+00:00,2022-08-02 19:00:00+00:00,long,stop,-1.0351,3,SOLUSDT,2022,V3-B (0.75R/1.5R/0.75R)
2022-08-07 13:00:00+00:00,2022-08-07 22:00:00+00:00,long,stop,1.4003,9,SOLUSDT,2022,V3-B (0.75R/1.5R/0.75R)
2022-08-22 07:00:00+00:00,2022-08-22 16:00:00+00:00,short,stop,-0.0375,9,SOLUSDT,2022,V3-B (0.75R/1.5R/0.75R)
2022-08-30 15:00:00+00:00,2022-08-30 18:00:00+00:00,short,stop,-0.0403,3,SOLUSDT,2022,V3-B (0.75R/1.5R/0.75R)
2022-09-05 10:00:00+00:00,2022-09-05 14:00:00+00:00,short,stop,-1.0561,4,SOLUSDT,2022,V3-B (0.75R/1.5R/0.75R)
2022-09-10 08:00:00+00:00,2022-09-10 22:00:00+00:00,short,stop,-1.0437,14,SOLUSDT,2022,V3-B (0.75R/1.5R/0.75R)
2022-09-15 14:00:00+00:00,2022-09-16 10:00:00+00:00,short,timeout,0.1266,20,SOLUSDT,2022,V3-B (0.75R/1.5R/0.75R)
2022-09-18 14:00:00+00:00,2022-09-18 19:00:00+00:00,short,stop,1.0368,5,SOLUSDT,2022,V3-B (0.75R/1.5R/0.75R)
2022-09-21 15:00:00+00:00,2022-09-21 17:00:00+00:00,short,stop,-1.0477,2,SOLUSDT,2022,V3-B (0.75R/1.5R/0.75R)
2022-09-25 13:00:00+00:00,2022-09-25 15:00:00+00:00,short,stop,-0.0543,2,SOLUSDT,2022,V3-B (0.75R/1.5R/0.75R)
2022-10-10 08:00:00+00:00,2022-10-10 17:00:00+00:00,short,stop,-0.077,9,SOLUSDT,2022,V3-B (0.75R/1.5R/0.75R)
2022-10-18 13:00:00+00:00,2022-10-18 19:00:00+00:00,short,stop,1.1522,6,SOLUSDT,2022,V3-B (0.75R/1.5R/0.75R)
2022-10-23 15:00:00+00:00,2022-10-23 17:00:00+00:00,short,stop,-1.0713,2,SOLUSDT,2022,V3-B (0.75R/1.5R/0.75R)
2022-10-24 16:00:00+00:00,2022-10-25 12:00:00+00:00,short,timeout,-0.0971,20,SOLUSDT,2022,V3-B (0.75R/1.5R/0.75R)
2022-10-28 16:00:00+00:00,2022-10-29 10:00:00+00:00,long,stop,1.7392,18,SOLUSDT,2022,V3-B (0.75R/1.5R/0.75R)
2022-11-01 09:00:00+00:00,2022-11-01 11:00:00+00:00,long,stop,-0.0516,2,SOLUSDT,2022,V3-B (0.75R/1.5R/0.75R)
2022-11-16 08:00:00+00:00,2022-11-16 21:00:00+00:00,short,stop,-0.0271,13,SOLUSDT,2022,V3-B (0.75R/1.5R/0.75R)
2022-11-17 09:00:00+00:00,2022-11-17 14:00:00+00:00,short,stop,3.1628,5,SOLUSDT,2022,V3-B (0.75R/1.5R/0.75R)
2022-11-20 10:00:00+00:00,2022-11-20 13:00:00+00:00,short,stop,-0.0398,3,SOLUSDT,2022,V3-B (0.75R/1.5R/0.75R)
2022-11-27 10:00:00+00:00,2022-11-28 02:00:00+00:00,short,stop,5.045,16,SOLUSDT,2022,V3-B (0.75R/1.5R/0.75R)
2022-11-29 16:00:00+00:00,2022-11-30 00:00:00+00:00,short,stop,-1.0411,8,SOLUSDT,2022,V3-B (0.75R/1.5R/0.75R)
2022-11-30 16:00:00+00:00,2022-11-30 18:00:00+00:00,short,stop,-0.049,2,SOLUSDT,2022,V3-B (0.75R/1.5R/0.75R)
2022-12-01 15:00:00+00:00,2022-12-02 00:00:00+00:00,short,stop,-0.0439,9,SOLUSDT,2022,V3-B (0.75R/1.5R/0.75R)
2022-12-03 07:00:00+00:00,2022-12-04 00:00:00+00:00,short,stop,1.2052,17,SOLUSDT,2022,V3-B (0.75R/1.5R/0.75R)
2022-12-15 10:00:00+00:00,2022-12-16 06:00:00+00:00,short,timeout,0.1995,20,SOLUSDT,2022,V3-B (0.75R/1.5R/0.75R)
2022-12-18 09:00:00+00:00,2022-12-18 18:00:00+00:00,short,stop,-1.0577,9,SOLUSDT,2022,V3-B (0.75R/1.5R/0.75R)
2022-12-22 13:00:00+00:00,2022-12-22 16:00:00+00:00,short,stop,1.3628,3,SOLUSDT,2022,V3-B (0.75R/1.5R/0.75R)
2022-12-30 07:00:00+00:00,2022-12-30 12:00:00+00:00,short,stop,-1.0124,5,SOLUSDT,2022,V3-B (0.75R/1.5R/0.75R)
2023-01-10 15:00:00+00:00,2023-01-11 11:00:00+00:00,long,timeout,-0.4098,20,SOLUSDT,2023,V3-A (1R/2R/1R)
2023-01-20 14:00:00+00:00,2023-01-20 21:00:00+00:00,long,stop,5.334,7,SOLUSDT,2023,V3-A (1R/2R/1R)
2023-01-29 09:00:00+00:00,2023-01-29 18:00:00+00:00,long,stop,4.4428,9,SOLUSDT,2023,V3-A (1R/2R/1R)
2023-02-03 15:00:00+00:00,2023-02-03 20:00:00+00:00,long,stop,-1.0367,5,SOLUSDT,2023,V3-A (1R/2R/1R)
2023-02-07 10:00:00+00:00,2023-02-07 15:00:00+00:00,long,stop,-1.0577,5,SOLUSDT,2023,V3-A (1R/2R/1R)
2023-02-27 14:00:00+00:00,2023-02-27 15:00:00+00:00,long,stop,-1.0567,1,SOLUSDT,2023,V3-A (1R/2R/1R)
2023-03-11 09:00:00+00:00,2023-03-12 05:00:00+00:00,short,timeout,-0.5041,20,SOLUSDT,2023,V3-A (1R/2R/1R)
2023-03-19 15:00:00+00:00,2023-03-20 03:00:00+00:00,long,stop,-0.0372,12,SOLUSDT,2023,V3-A (1R/2R/1R)
2023-03-21 13:00:00+00:00,2023-03-21 18:00:00+00:00,long,stop,-1.027,5,SOLUSDT,2023,V3-A (1R/2R/1R)
2023-03-22 14:00:00+00:00,2023-03-22 18:00:00+00:00,long,stop,-1.0387,4,SOLUSDT,2023,V3-A (1R/2R/1R)
2023-03-23 15:00:00+00:00,2023-03-23 18:00:00+00:00,long,stop,-1.0358,3,SOLUSDT,2023,V3-A (1R/2R/1R)
2023-03-30 08:00:00+00:00,2023-03-30 20:00:00+00:00,short,stop,-0.0397,12,SOLUSDT,2023,V3-A (1R/2R/1R)
2023-04-02 13:00:00+00:00,2023-04-02 20:00:00+00:00,short,stop,1.4546,7,SOLUSDT,2023,V3-A (1R/2R/1R)
2023-04-08 15:00:00+00:00,2023-04-08 20:00:00+00:00,short,stop,1.2157,5,SOLUSDT,2023,V3-A (1R/2R/1R)
2023-04-10 14:00:00+00:00,2023-04-10 16:00:00+00:00,short,stop,-1.1064,2,SOLUSDT,2023,V3-A (1R/2R/1R)
2023-04-16 16:00:00+00:00,2023-04-16 20:00:00+00:00,long,stop,-0.0694,4,SOLUSDT,2023,V3-A (1R/2R/1R)
2023-04-18 08:00:00+00:00,2023-04-18 14:00:00+00:00,long,stop,-0.0487,6,SOLUSDT,2023,V3-A (1R/2R/1R)
2023-04-23 16:00:00+00:00,2023-04-23 22:00:00+00:00,short,stop,-0.0557,6,SOLUSDT,2023,V3-A (1R/2R/1R)
2023-04-24 15:00:00+00:00,2023-04-25 11:00:00+00:00,short,timeout,0.7719,20,SOLUSDT,2023,V3-A (1R/2R/1R)
2023-05-04 15:00:00+00:00,2023-05-05 02:00:00+00:00,short,stop,-1.0647,11,SOLUSDT,2023,V3-A (1R/2R/1R)
2023-05-25 15:00:00+00:00,2023-05-26 11:00:00+00:00,short,timeout,-0.3202,20,SOLUSDT,2023,V3-A (1R/2R/1R)
2023-05-29 15:00:00+00:00,2023-05-30 01:00:00+00:00,short,stop,-1.0792,10,SOLUSDT,2023,V3-A (1R/2R/1R)
2023-06-09 16:00:00+00:00,2023-06-09 20:00:00+00:00,short,stop,2.6581,4,SOLUSDT,2023,V3-A (1R/2R/1R)
2023-06-13 15:00:00+00:00,2023-06-14 02:00:00+00:00,short,stop,-1.0295,11,SOLUSDT,2023,V3-A (1R/2R/1R)
2023-06-14 15:00:00+00:00,2023-06-14 17:00:00+00:00,short,stop,-1.0502,2,SOLUSDT,2023,V3-A (1R/2R/1R)
2023-06-22 14:00:00+00:00,2023-06-23 10:00:00+00:00,short,timeout,0.3702,20,SOLUSDT,2023,V3-A (1R/2R/1R)
2023-06-24 15:00:00+00:00,2023-06-25 06:00:00+00:00,short,stop,-1.0265,15,SOLUSDT,2023,V3-A (1R/2R/1R)
2023-06-26 14:00:00+00:00,2023-06-26 17:00:00+00:00,short,stop,1.3833,3,SOLUSDT,2023,V3-A (1R/2R/1R)
2023-07-04 13:00:00+00:00,2023-07-04 17:00:00+00:00,long,stop,-0.0632,4,SOLUSDT,2023,V3-A (1R/2R/1R)
2023-07-16 09:00:00+00:00,2023-07-16 23:00:00+00:00,long,stop,-1.0315,14,SOLUSDT,2023,V3-A (1R/2R/1R)
2023-07-22 15:00:00+00:00,2023-07-22 18:00:00+00:00,long,stop,-1.0655,3,SOLUSDT,2023,V3-A (1R/2R/1R)
2023-07-28 16:00:00+00:00,2023-07-28 17:00:00+00:00,long,stop,-1.0556,1,SOLUSDT,2023,V3-A (1R/2R/1R)
2023-08-11 14:00:00+00:00,2023-08-11 15:00:00+00:00,long,stop,-1.0802,1,SOLUSDT,2023,V3-A (1R/2R/1R)
2023-08-12 14:00:00+00:00,2023-08-12 23:00:00+00:00,long,stop,2.4626,9,SOLUSDT,2023,V3-A (1R/2R/1R)
2023-08-14 14:00:00+00:00,2023-08-14 17:00:00+00:00,long,stop,1.8394,3,SOLUSDT,2023,V3-A (1R/2R/1R)
2023-08-20 16:00:00+00:00,2023-08-20 20:00:00+00:00,short,stop,-1.0742,4,SOLUSDT,2023,V3-A (1R/2R/1R)
2023-08-24 15:00:00+00:00,2023-08-24 19:00:00+00:00,short,stop,-0.0524,4,SOLUSDT,2023,V3-A (1R/2R/1R)
2023-08-30 14:00:00+00:00,2023-08-31 10:00:00+00:00,short,timeout,0.3023,20,SOLUSDT,2023,V3-A (1R/2R/1R)
2023-09-02 13:00:00+00:00,2023-09-02 15:00:00+00:00,short,stop,-1.0771,2,SOLUSDT,2023,V3-A (1R/2R/1R)
2023-09-03 09:00:00+00:00,2023-09-03 20:00:00+00:00,short,stop,-1.0875,11,SOLUSDT,2023,V3-A (1R/2R/1R)
2023-09-04 14:00:00+00:00,2023-09-04 17:00:00+00:00,short,stop,-0.0709,3,SOLUSDT,2023,V3-A (1R/2R/1R)
2023-09-06 07:00:00+00:00,2023-09-06 17:00:00+00:00,short,stop,-0.0537,10,SOLUSDT,2023,V3-A (1R/2R/1R)
2023-09-08 10:00:00+00:00,2023-09-09 06:00:00+00:00,short,timeout,-0.0022,20,SOLUSDT,2023,V3-A (1R/2R/1R)
2023-09-15 14:00:00+00:00,2023-09-15 22:00:00+00:00,short,stop,-1.0576,8,SOLUSDT,2023,V3-A (1R/2R/1R)
2023-09-16 15:00:00+00:00,2023-09-17 11:00:00+00:00,short,timeout,-0.3,20,SOLUSDT,2023,V3-A (1R/2R/1R)
2023-09-17 13:00:00+00:00,2023-09-17 21:00:00+00:00,short,stop,0.9439,8,SOLUSDT,2023,V3-A (1R/2R/1R)
2023-09-27 14:00:00+00:00,2023-09-28 00:00:00+00:00,short,stop,-1.0387,10,SOLUSDT,2023,V3-A (1R/2R/1R)
2023-10-05 13:00:00+00:00,2023-10-05 15:00:00+00:00,long,stop,-1.0476,2,SOLUSDT,2023,V3-A (1R/2R/1R)
2023-10-06 15:00:00+00:00,2023-10-07 06:00:00+00:00,long,stop,-0.0447,15,SOLUSDT,2023,V3-A (1R/2R/1R)
2023-10-08 09:00:00+00:00,2023-10-08 10:00:00+00:00,long,stop,-1.0698,1,SOLUSDT,2023,V3-A (1R/2R/1R)
2023-10-08 16:00:00+00:00,2023-10-09 00:00:00+00:00,long,stop,-1.0678,8,SOLUSDT,2023,V3-A (1R/2R/1R)
2023-10-11 09:00:00+00:00,2023-10-11 15:00:00+00:00,long,stop,-1.0586,6,SOLUSDT,2023,V3-A (1R/2R/1R)
2023-10-19 09:00:00+00:00,2023-10-19 17:00:00+00:00,long,stop,4.9024,8,SOLUSDT,2023,V3-A (1R/2R/1R)
2023-10-29 07:00:00+00:00,2023-10-30 03:00:00+00:00,long,timeout,0.7758,20,SOLUSDT,2023,V3-A (1R/2R/1R)
2023-11-14 14:00:00+00:00,2023-11-14 15:00:00+00:00,long,stop,-1.02,1,SOLUSDT,2023,V3-A (1R/2R/1R)
2023-11-20 09:00:00+00:00,2023-11-20 14:00:00+00:00,long,stop,-1.0374,5,SOLUSDT,2023,V3-A (1R/2R/1R)
2023-11-22 13:00:00+00:00,2023-11-22 23:00:00+00:00,long,stop,1.2708,10,SOLUSDT,2023,V3-A (1R/2R/1R)
2023-11-28 10:00:00+00:00,2023-11-29 06:00:00+00:00,long,timeout,3.1575,20,SOLUSDT,2023,V3-A (1R/2R/1R)
2023-12-07 09:00:00+00:00,2023-12-07 18:00:00+00:00,long,stop,1.5848,9,SOLUSDT,2023,V3-A (1R/2R/1R)
2023-12-27 10:00:00+00:00,2023-12-27 14:00:00+00:00,long,stop,-1.0242,4,SOLUSDT,2023,V3-A (1R/2R/1R)
2023-01-10 15:00:00+00:00,2023-01-10 22:00:00+00:00,long,stop,-0.027,7,SOLUSDT,2023,V3-B (0.75R/1.5R/0.75R)
2023-01-20 14:00:00+00:00,2023-01-20 21:00:00+00:00,long,stop,5.584,7,SOLUSDT,2023,V3-B (0.75R/1.5R/0.75R)
2023-01-29 09:00:00+00:00,2023-01-29 18:00:00+00:00,long,stop,4.6928,9,SOLUSDT,2023,V3-B (0.75R/1.5R/0.75R)
2023-02-03 15:00:00+00:00,2023-02-03 20:00:00+00:00,long,stop,-1.0367,5,SOLUSDT,2023,V3-B (0.75R/1.5R/0.75R)
2023-02-07 10:00:00+00:00,2023-02-07 15:00:00+00:00,long,stop,-1.0577,5,SOLUSDT,2023,V3-B (0.75R/1.5R/0.75R)
2023-02-27 14:00:00+00:00,2023-02-27 15:00:00+00:00,long,stop,-1.0567,1,SOLUSDT,2023,V3-B (0.75R/1.5R/0.75R)
2023-03-11 09:00:00+00:00,2023-03-11 17:00:00+00:00,short,stop,-0.0221,8,SOLUSDT,2023,V3-B (0.75R/1.5R/0.75R)
2023-03-19 15:00:00+00:00,2023-03-19 20:00:00+00:00,long,stop,-0.0372,5,SOLUSDT,2023,V3-B (0.75R/1.5R/0.75R)
2023-03-21 13:00:00+00:00,2023-03-21 18:00:00+00:00,long,stop,-1.027,5,SOLUSDT,2023,V3-B (0.75R/1.5R/0.75R)
2023-03-22 14:00:00+00:00,2023-03-22 18:00:00+00:00,long,stop,-1.0387,4,SOLUSDT,2023,V3-B (0.75R/1.5R/0.75R)
2023-03-23 15:00:00+00:00,2023-03-23 18:00:00+00:00,long,stop,-1.0358,3,SOLUSDT,2023,V3-B (0.75R/1.5R/0.75R)
2023-03-30 08:00:00+00:00,2023-03-30 20:00:00+00:00,short,stop,-0.0397,12,SOLUSDT,2023,V3-B (0.75R/1.5R/0.75R)
2023-04-02 13:00:00+00:00,2023-04-02 17:00:00+00:00,short,stop,0.9103,4,SOLUSDT,2023,V3-B (0.75R/1.5R/0.75R)
2023-04-08 15:00:00+00:00,2023-04-08 19:00:00+00:00,short,stop,1.4657,4,SOLUSDT,2023,V3-B (0.75R/1.5R/0.75R)
2023-04-10 14:00:00+00:00,2023-04-10 16:00:00+00:00,short,stop,-1.1064,2,SOLUSDT,2023,V3-B (0.75R/1.5R/0.75R)
2023-04-16 16:00:00+00:00,2023-04-16 20:00:00+00:00,long,stop,0.7835,4,SOLUSDT,2023,V3-B (0.75R/1.5R/0.75R)
2023-04-18 08:00:00+00:00,2023-04-18 14:00:00+00:00,long,stop,-0.0487,6,SOLUSDT,2023,V3-B (0.75R/1.5R/0.75R)
2023-04-23 16:00:00+00:00,2023-04-23 19:00:00+00:00,short,stop,0.9094,3,SOLUSDT,2023,V3-B (0.75R/1.5R/0.75R)
2023-04-24 15:00:00+00:00,2023-04-24 18:00:00+00:00,short,stop,-0.0455,3,SOLUSDT,2023,V3-B (0.75R/1.5R/0.75R)
2023-05-04 15:00:00+00:00,2023-05-05 02:00:00+00:00,short,stop,-1.0647,11,SOLUSDT,2023,V3-B (0.75R/1.5R/0.75R)
2023-05-25 15:00:00+00:00,2023-05-26 11:00:00+00:00,short,timeout,-0.3202,20,SOLUSDT,2023,V3-B (0.75R/1.5R/0.75R)
2023-05-29 15:00:00+00:00,2023-05-29 17:00:00+00:00,short,stop,-0.0792,2,SOLUSDT,2023,V3-B (0.75R/1.5R/0.75R)
2023-06-09 16:00:00+00:00,2023-06-09 20:00:00+00:00,short,stop,2.9081,4,SOLUSDT,2023,V3-B (0.75R/1.5R/0.75R)
2023-06-13 15:00:00+00:00,2023-06-14 02:00:00+00:00,short,stop,-1.0295,11,SOLUSDT,2023,V3-B (0.75R/1.5R/0.75R)
2023-06-14 15:00:00+00:00,2023-06-14 17:00:00+00:00,short,stop,-1.0502,2,SOLUSDT,2023,V3-B (0.75R/1.5R/0.75R)
2023-06-22 14:00:00+00:00,2023-06-23 06:00:00+00:00,short,stop,-0.0376,16,SOLUSDT,2023,V3-B (0.75R/1.5R/0.75R)
2023-06-24 15:00:00+00:00,2023-06-25 06:00:00+00:00,short,stop,-1.0265,15,SOLUSDT,2023,V3-B (0.75R/1.5R/0.75R)
2023-06-26 14:00:00+00:00,2023-06-26 17:00:00+00:00,short,stop,1.6333,3,SOLUSDT,2023,V3-B (0.75R/1.5R/0.75R)
2023-07-04 13:00:00+00:00,2023-07-04 16:00:00+00:00,long,stop,1.0701,3,SOLUSDT,2023,V3-B (0.75R/1.5R/0.75R)
2023-07-16 09:00:00+00:00,2023-07-16 16:00:00+00:00,long,stop,-0.0315,7,SOLUSDT,2023,V3-B (0.75R/1.5R/0.75R)
2023-07-22 15:00:00+00:00,2023-07-22 18:00:00+00:00,long,stop,-1.0655,3,SOLUSDT,2023,V3-B (0.75R/1.5R/0.75R)
2023-07-28 16:00:00+00:00,2023-07-28 17:00:00+00:00,long,stop,-1.0556,1,SOLUSDT,2023,V3-B (0.75R/1.5R/0.75R)
2023-08-11 14:00:00+00:00,2023-08-11 15:00:00+00:00,long,stop,-1.0802,1,SOLUSDT,2023,V3-B (0.75R/1.5R/0.75R)
2023-08-12 14:00:00+00:00,2023-08-12 18:00:00+00:00,long,stop,-0.1175,4,SOLUSDT,2023,V3-B (0.75R/1.5R/0.75R)
2023-08-14 14:00:00+00:00,2023-08-14 17:00:00+00:00,long,stop,2.0894,3,SOLUSDT,2023,V3-B (0.75R/1.5R/0.75R)
2023-08-20 16:00:00+00:00,2023-08-20 20:00:00+00:00,short,stop,-1.0742,4,SOLUSDT,2023,V3-B (0.75R/1.5R/0.75R)
2023-08-24 15:00:00+00:00,2023-08-24 19:00:00+00:00,short,stop,-0.0524,4,SOLUSDT,2023,V3-B (0.75R/1.5R/0.75R)
2023-08-30 14:00:00+00:00,2023-08-31 10:00:00+00:00,short,timeout,0.3023,20,SOLUSDT,2023,V3-B (0.75R/1.5R/0.75R)
2023-09-02 13:00:00+00:00,2023-09-02 15:00:00+00:00,short,stop,-1.0771,2,SOLUSDT,2023,V3-B (0.75R/1.5R/0.75R)
2023-09-03 09:00:00+00:00,2023-09-03 17:00:00+00:00,short,stop,-0.0875,8,SOLUSDT,2023,V3-B (0.75R/1.5R/0.75R)
2023-09-04 14:00:00+00:00,2023-09-04 17:00:00+00:00,short,stop,-0.0709,3,SOLUSDT,2023,V3-B (0.75R/1.5R/0.75R)
2023-09-06 07:00:00+00:00,2023-09-06 16:00:00+00:00,short,stop,1.0686,9,SOLUSDT,2023,V3-B (0.75R/1.5R/0.75R)
2023-09-08 10:00:00+00:00,2023-09-09 06:00:00+00:00,short,timeout,-0.0022,20,SOLUSDT,2023,V3-B (0.75R/1.5R/0.75R)
2023-09-15 14:00:00+00:00,2023-09-15 22:00:00+00:00,short,stop,-1.0576,8,SOLUSDT,2023,V3-B (0.75R/1.5R/0.75R)
2023-09-16 15:00:00+00:00,2023-09-17 02:00:00+00:00,short,stop,-0.0624,11,SOLUSDT,2023,V3-B (0.75R/1.5R/0.75R)
2023-09-17 13:00:00+00:00,2023-09-17 21:00:00+00:00,short,stop,1.1939,8,SOLUSDT,2023,V3-B (0.75R/1.5R/0.75R)
2023-09-27 14:00:00+00:00,2023-09-28 00:00:00+00:00,short,stop,-1.0387,10,SOLUSDT,2023,V3-B (0.75R/1.5R/0.75R)
2023-10-05 13:00:00+00:00,2023-10-05 15:00:00+00:00,long,stop,-1.0476,2,SOLUSDT,2023,V3-B (0.75R/1.5R/0.75R)
2023-10-06 15:00:00+00:00,2023-10-07 05:00:00+00:00,long,stop,0.7309,14,SOLUSDT,2023,V3-B (0.75R/1.5R/0.75R)
2023-10-08 09:00:00+00:00,2023-10-08 10:00:00+00:00,long,stop,-1.0698,1,SOLUSDT,2023,V3-B (0.75R/1.5R/0.75R)
2023-10-08 16:00:00+00:00,2023-10-09 00:00:00+00:00,long,stop,-1.0678,8,SOLUSDT,2023,V3-B (0.75R/1.5R/0.75R)
2023-10-11 09:00:00+00:00,2023-10-11 15:00:00+00:00,long,stop,-1.0586,6,SOLUSDT,2023,V3-B (0.75R/1.5R/0.75R)
