asset,year,role,session,distance,activation,be,candidate,evidence,exit_config,n_entries,n_trades,entries_per_month,fill_rate,gate_pass,pf,wr,exp_r,avg_win,avg_loss,total_r,max_dd,freq,be_exits,reason_stop,reason_timeout
ETHUSDT,2022,candidate,dcv1_activo_15h,1.5,2.5,0.5,1.5 | 2.5 | 0.5,new,"Espacio 1 — Gestión multivariable (distance x activation x be simultáneos; atr_mult=1.5/atr_period=14/max_hold=20 fijos; sesión=dcv1_activo_15h única, sin control_8h)",113,107,9.5,0.947,False,1.11,21.5,0.043,2.037,-0.502,4.64,-5.66,9.0,0,89,18
ETHUSDT,2022,candidate,dcv1_activo_15h,1.5,2.5,1.0,1.5 | 2.5 | 1.0,new,"Espacio 1 — Gestión multivariable (distance x activation x be simultáneos; atr_mult=1.5/atr_period=14/max_hold=20 fijos; sesión=dcv1_activo_15h única, sin control_8h)",113,107,9.5,0.947,False,1.036,32.7,0.018,1.581,-0.742,1.91,-6.42,9.0,0,76,31
ETHUSDT,2022,candidate,dcv1_activo_15h,1.5,2.5,1.5,1.5 | 2.5 | 1.5,new,"Espacio 1 — Gestión multivariable (distance x activation x be simultáneos; atr_mult=1.5/atr_period=14/max_hold=20 fijos; sesión=dcv1_activo_15h única, sin control_8h)",113,107,9.5,0.947,False,1.137,39.3,0.072,1.517,-0.862,7.7,-4.09,9.0,0,69,38
SOLUSDT,2022,candidate,dcv1_activo_15h,0.5,1.5,0.5,0.5 | 1.5 | 0.5,new,"Espacio 1 — Gestión multivariable (distance x activation x be simultáneos; atr_mult=1.5/atr_period=14/max_hold=20 fijos; sesión=dcv1_activo_15h única, sin control_8h)",107,105,8.97,0.981,False,1.164,22.9,0.05,1.564,-0.398,5.3,-3.84,8.8,0,103,2
SOLUSDT,2022,candidate,dcv1_activo_15h,0.5,1.5,1.0,0.5 | 1.5 | 1.0,new,"Espacio 1 — Gestión multivariable (distance x activation x be simultáneos; atr_mult=1.5/atr_period=14/max_hold=20 fijos; sesión=dcv1_activo_15h única, sin control_8h)",107,103,8.93,0.963,False,1.029,35.9,0.014,1.36,-0.74,1.44,-6.01,8.6,0,91,12
SOLUSDT,2022,candidate,dcv1_activo_15h,0.5,1.5,1.5,0.5 | 1.5 | 1.5,new,"Espacio 1 — Gestión multivariable (distance x activation x be simultáneos; atr_mult=1.5/atr_period=14/max_hold=20 fijos; sesión=dcv1_activo_15h única, sin control_8h)",107,103,8.93,0.963,False,1.155,44.7,0.079,1.313,-0.917,8.09,-6.04,8.6,0,84,19
SOLUSDT,2022,candidate,dcv1_activo_15h,0.5,2.0,0.5,0.5 | 2.0 | 0.5,new,"Espacio 1 — Gestión multivariable (distance x activation x be simultáneos; atr_mult=1.5/atr_period=14/max_hold=20 fijos; sesión=dcv1_activo_15h única, sin control_8h)",107,105,8.97,0.981,False,1.41,20.0,0.126,2.173,-0.385,13.27,-3.08,8.8,0,100,5
SOLUSDT,2022,candidate,dcv1_activo_15h,0.5,2.0,1.0,0.5 | 2.0 | 1.0,replica,"Espacio 1 — Gestión multivariable (distance x activation x be simultáneos; atr_mult=1.5/atr_period=14/max_hold=20 fijos; sesión=dcv1_activo_15h única, sin control_8h)",107,103,8.93,0.963,False,1.175,31.1,0.084,1.803,-0.691,8.61,-4.25,8.6,0,87,16
SOLUSDT,2022,candidate,dcv1_activo_15h,0.5,2.0,1.5,0.5 | 2.0 | 1.5,new,"Espacio 1 — Gestión multivariable (distance x activation x be simultáneos; atr_mult=1.5/atr_period=14/max_hold=20 fijos; sesión=dcv1_activo_15h única, sin control_8h)",107,103,8.93,0.963,False,1.26,38.8,0.133,1.656,-0.834,13.67,-4.04,8.6,0,79,24
SOLUSDT,2022,candidate,dcv1_activo_15h,0.5,2.5,0.5,0.5 | 2.5 | 0.5,new,"Espacio 1 — Gestión multivariable (distance x activation x be simultáneos; atr_mult=1.5/atr_period=14/max_hold=20 fijos; sesión=dcv1_activo_15h única, sin control_8h)",107,105,8.97,0.981,False,1.487,19.0,0.15,2.412,-0.382,15.8,-3.0,8.8,0,97,8
SOLUSDT,2022,candidate,dcv1_activo_15h,0.5,2.5,1.0,0.5 | 2.5 | 1.0,new,"Espacio 1 — Gestión multivariable (distance x activation x be simultáneos; atr_mult=1.5/atr_period=14/max_hold=20 fijos; sesión=dcv1_activo_15h única, sin control_8h)",107,103,8.93,0.963,False,1.21,29.1,0.1,1.985,-0.674,10.34,-3.36,8.6,0,83,20
SOLUSDT,2022,candidate,dcv1_activo_15h,0.5,2.5,1.5,0.5 | 2.5 | 1.5,new,"Espacio 1 — Gestión multivariable (distance x activation x be simultáneos; atr_mult=1.5/atr_period=14/max_hold=20 fijos; sesión=dcv1_activo_15h única, sin control_8h)",107,103,8.93,0.963,False,1.292,36.9,0.149,1.791,-0.81,15.4,-3.54,8.6,0,75,28
SOLUSDT,2022,candidate,dcv1_activo_15h,0.75,1.5,0.5,0.75 | 1.5 | 0.5,new,"Espacio 1 — Gestión multivariable (distance x activation x be simultáneos; atr_mult=1.5/atr_period=14/max_hold=20 fijos; sesión=dcv1_activo_15h única, sin control_8h)",107,105,8.97,0.981,False,1.092,22.9,0.028,1.467,-0.398,2.98,-4.74,8.8,0,102,3
SOLUSDT,2022,candidate,dcv1_activo_15h,0.75,1.5,1.0,0.75 | 1.5 | 1.0,new,"Espacio 1 — Gestión multivariable (distance x activation x be simultáneos; atr_mult=1.5/atr_period=14/max_hold=20 fijos; sesión=dcv1_activo_15h única, sin control_8h)",107,103,8.93,0.963,False,0.953,35.9,-0.022,1.259,-0.74,-2.28,-7.14,8.6,0,90,13
SOLUSDT,2022,candidate,dcv1_activo_15h,0.75,1.5,1.5,0.75 | 1.5 | 1.5,new,"Espacio 1 — Gestión multivariable (distance x activation x be simultáneos; atr_mult=1.5/atr_period=14/max_hold=20 fijos; sesión=dcv1_activo_15h única, sin control_8h)",107,103,8.93,0.963,False,1.065,44.7,0.033,1.21,-0.917,3.37,-6.77,8.6,0,83,20
SOLUSDT,2022,candidate,dcv1_activo_15h,0.75,2.0,0.5,0.75 | 2.0 | 0.5,new,"Espacio 1 — Gestión multivariable (distance x activation x be simultáneos; atr_mult=1.5/atr_period=14/max_hold=20 fijos; sesión=dcv1_activo_15h única, sin control_8h)",107,105,8.97,0.981,False,1.3,20.0,0.093,2.004,-0.385,9.72,-3.24,8.8,0,100,5
SOLUSDT,2022,candidate,dcv1_activo_15h,0.75,2.0,1.0,0.75 | 2.0 | 1.0,new,"Espacio 1 — Gestión multivariable (distance x activation x be simultáneos; atr_mult=1.5/atr_period=14/max_hold=20 fijos; sesión=dcv1_activo_15h única, sin control_8h)",107,103,8.93,0.963,False,1.09,31.1,0.043,1.672,-0.691,4.41,-5.02,8.6,0,87,16
SOLUSDT,2022,candidate,dcv1_activo_15h,0.75,2.0,1.5,0.75 | 2.0 | 1.5,new,"Espacio 1 — Gestión multivariable (distance x activation x be simultáneos; atr_mult=1.5/atr_period=14/max_hold=20 fijos; sesión=dcv1_activo_15h única, sin control_8h)",107,103,8.93,0.963,False,1.171,38.8,0.087,1.538,-0.834,8.97,-4.49,8.6,0,79,24
SOLUSDT,2022,candidate,dcv1_activo_15h,0.75,2.5,0.5,0.75 | 2.5 | 0.5,new,"Espacio 1 — Gestión multivariable (distance x activation x be simultáneos; atr_mult=1.5/atr_period=14/max_hold=20 fijos; sesión=dcv1_activo_15h única, sin control_8h)",107,105,8.97,0.981,False,1.4,19.0,0.124,2.27,-0.382,12.97,-3.24,8.8,0,97,8
SOLUSDT,2022,candidate,dcv1_activo_15h,0.75,2.5,1.0,0.75 | 2.5 | 1.0,new,"Espacio 1 — Gestión multivariable (distance x activation x be simultáneos; atr_mult=1.5/atr_period=14/max_hold=20 fijos; sesión=dcv1_activo_15h única, sin control_8h)",107,103,8.93,0.963,False,1.132,29.1,0.063,1.857,-0.674,6.5,-3.69,8.6,0,83,20
SOLUSDT,2022,candidate,dcv1_activo_15h,0.75,2.5,1.5,0.75 | 2.5 | 1.5,new,"Espacio 1 — Gestión multivariable (distance x activation x be simultáneos; atr_mult=1.5/atr_period=14/max_hold=20 fijos; sesión=dcv1_activo_15h única, sin control_8h)",107,103,8.93,0.963,False,1.21,36.9,0.107,1.677,-0.81,11.06,-3.58,8.6,0,75,28
SOLUSDT,2022,candidate,dcv1_activo_15h,1.0,1.5,0.5,1.0 | 1.5 | 0.5,new,"Espacio 1 — Gestión multivariable (distance x activation x be simultáneos; atr_mult=1.5/atr_period=14/max_hold=20 fijos; sesión=dcv1_activo_15h única, sin control_8h)",107,105,8.97,0.981,False,1.206,22.9,0.063,1.619,-0.398,6.63,-2.79,8.8,0,102,3
SOLUSDT,2022,candidate,dcv1_activo_15h,1.0,1.5,1.0,1.0 | 1.5 | 1.0,replica,"Espacio 1 — Gestión multivariable (distance x activation x be simultáneos; atr_mult=1.5/atr_period=14/max_hold=20 fijos; sesión=dcv1_activo_15h única, sin control_8h)",107,103,8.93,0.963,False,1.003,35.9,0.002,1.325,-0.74,0.16,-4.84,8.6,0,89,14
SOLUSDT,2022,candidate,dcv1_activo_15h,1.0,1.5,1.5,1.0 | 1.5 | 1.5,new,"Espacio 1 — Gestión multivariable (distance x activation x be simultáneos; atr_mult=1.5/atr_period=14/max_hold=20 fijos; sesión=dcv1_activo_15h única, sin control_8h)",107,103,8.93,0.963,False,1.092,44.7,0.047,1.241,-0.917,4.81,-4.72,8.6,0,82,21
SOLUSDT,2022,candidate,dcv1_activo_15h,1.0,2.0,0.5,1.0 | 2.0 | 0.5,replica,"Espacio 1 — Gestión multivariable (distance x activation x be simultáneos; atr_mult=1.5/atr_period=14/max_hold=20 fijos; sesión=dcv1_activo_15h única, sin control_8h)",107,105,8.97,0.981,False,1.216,20.0,0.067,1.874,-0.385,7.0,-3.48,8.8,0,100,5
SOLUSDT,2022,anchor,dcv1_activo_15h,1.0,2.0,1.0,1.0 | 2.0 | 1.0,replica,"Espacio 1 — Gestión multivariable (distance x activation x be simultáneos; atr_mult=1.5/atr_period=14/max_hold=20 fijos; sesión=dcv1_activo_15h única, sin control_8h)",107,103,8.93,0.963,False,1.003,31.1,0.001,1.539,-0.691,0.15,-5.44,8.6,0,87,16
SOLUSDT,2022,candidate,dcv1_activo_15h,1.0,2.0,1.5,1.0 | 2.0 | 1.5,replica,"Espacio 1 — Gestión multivariable (distance x activation x be simultáneos; atr_mult=1.5/atr_period=14/max_hold=20 fijos; sesión=dcv1_activo_15h única, sin control_8h)",107,103,8.93,0.963,False,1.08,38.8,0.041,1.419,-0.834,4.21,-4.86,8.6,0,79,24
SOLUSDT,2022,candidate,dcv1_activo_15h,1.0,2.5,0.5,1.0 | 2.5 | 0.5,new,"Espacio 1 — Gestión multivariable (distance x activation x be simultáneos; atr_mult=1.5/atr_period=14/max_hold=20 fijos; sesión=dcv1_activo_15h única, sin control_8h)",107,105,8.97,0.981,False,1.336,19.0,0.104,2.167,-0.382,10.9,-3.48,8.8,0,97,8
SOLUSDT,2022,candidate,dcv1_activo_15h,1.0,2.5,1.0,1.0 | 2.5 | 1.0,replica,"Espacio 1 — Gestión multivariable (distance x activation x be simultáneos; atr_mult=1.5/atr_period=14/max_hold=20 fijos; sesión=dcv1_activo_15h única, sin control_8h)",107,103,8.93,0.963,False,1.125,29.1,0.06,1.845,-0.674,6.16,-4.32,8.6,0,83,20
SOLUSDT,2022,candidate,dcv1_activo_15h,1.0,2.5,1.5,1.0 | 2.5 | 1.5,new,"Espacio 1 — Gestión multivariable (distance x activation x be simultáneos; atr_mult=1.5/atr_period=14/max_hold=20 fijos; sesión=dcv1_activo_15h única, sin control_8h)",107,103,8.93,0.963,False,1.194,36.9,0.099,1.655,-0.81,10.22,-3.5,8.6,0,75,28
SOLUSDT,2022,candidate,dcv1_activo_15h,1.5,1.5,0.5,1.5 | 1.5 | 0.5,new,"Espacio 1 — Gestión multivariable (distance x activation x be simultáneos; atr_mult=1.5/atr_period=14/max_hold=20 fijos; sesión=dcv1_activo_15h única, sin control_8h)",107,105,8.97,0.981,False,1.296,22.9,0.091,1.74,-0.398,9.53,-3.34,8.8,0,95,10
SOLUSDT,2022,candidate,dcv1_activo_15h,1.5,1.5,1.0,1.5 | 1.5 | 1.0,new,"Espacio 1 — Gestión multivariable (distance x activation x be simultáneos; atr_mult=1.5/atr_period=14/max_hold=20 fijos; sesión=dcv1_activo_15h única, sin control_8h)",107,103,8.93,0.963,False,1.192,35.9,0.091,1.574,-0.74,9.37,-3.79,8.6,0,81,22
SOLUSDT,2022,candidate,dcv1_activo_15h,1.5,1.5,1.5,1.5 | 1.5 | 1.5,new,"Espacio 1 — Gestión multivariable (distance x activation x be simultáneos; atr_mult=1.5/atr_period=14/max_hold=20 fijos; sesión=dcv1_activo_15h única, sin control_8h)",107,103,8.93,0.963,False,1.23,44.7,0.117,1.398,-0.917,12.03,-4.0,8.6,0,74,29
SOLUSDT,2022,candidate,dcv1_activo_15h,1.5,2.0,0.5,1.5 | 2.0 | 0.5,new,"Espacio 1 — Gestión multivariable (distance x activation x be simultáneos; atr_mult=1.5/atr_period=14/max_hold=20 fijos; sesión=dcv1_activo_15h única, sin control_8h)",107,105,8.97,0.981,False,1.29,20.0,0.089,1.988,-0.385,9.38,-3.62,8.8,0,94,11
SOLUSDT,2022,candidate,dcv1_activo_15h,1.5,2.0,1.0,1.5 | 2.0 | 1.0,replica,"Espacio 1 — Gestión multivariable (distance x activation x be simultáneos; atr_mult=1.5/atr_period=14/max_hold=20 fijos; sesión=dcv1_activo_15h única, sin control_8h)",107,103,8.93,0.963,False,1.178,31.1,0.085,1.807,-0.691,8.73,-4.27,8.6,0,80,23
SOLUSDT,2022,candidate,dcv1_activo_15h,1.5,2.0,1.5,1.5 | 2.0 | 1.5,new,"Espacio 1 — Gestión multivariable (distance x activation x be simultáneos; atr_mult=1.5/atr_period=14/max_hold=20 fijos; sesión=dcv1_activo_15h única, sin control_8h)",107,103,8.93,0.963,False,1.224,38.8,0.114,1.609,-0.834,11.79,-3.97,8.6,0,72,31
SOLUSDT,2022,candidate,dcv1_activo_15h,1.5,2.5,0.5,1.5 | 2.5 | 0.5,new,"Espacio 1 — Gestión multivariable (distance x activation x be simultáneos; atr_mult=1.5/atr_period=14/max_hold=20 fijos; sesión=dcv1_activo_15h única, sin control_8h)",107,105,8.97,0.981,False,1.261,19.0,0.081,2.045,-0.382,8.47,-3.62,8.8,0,94,11
SOLUSDT,2022,candidate,dcv1_activo_15h,1.5,2.5,1.0,1.5 | 2.5 | 1.0,new,"Espacio 1 — Gestión multivariable (distance x activation x be simultáneos; atr_mult=1.5/atr_period=14/max_hold=20 fijos; sesión=dcv1_activo_15h única, sin control_8h)",107,103,8.93,0.963,False,1.153,29.1,0.073,1.891,-0.674,7.54,-4.51,8.6,0,79,24
SOLUSDT,2022,candidate,dcv1_activo_15h,1.5,2.5,1.5,1.5 | 2.5 | 1.5,new,"Espacio 1 — Gestión multivariable (distance x activation x be simultáneos; atr_mult=1.5/atr_period=14/max_hold=20 fijos; sesión=dcv1_activo_15h única, sin control_8h)",107,103,8.93,0.963,False,1.201,36.9,0.103,1.665,-0.81,10.6,-3.97,8.6,0,71,32
BTCUSDT,2023,candidate,dcv1_activo_15h,0.5,1.5,0.5,0.5 | 1.5 | 0.5,new,"Espacio 1 — Gestión multivariable (distance x activation x be simultáneos; atr_mult=1.5/atr_period=14/max_hold=20 fijos; sesión=dcv1_activo_15h única, sin control_8h)",110,109,9.39,0.991,False,1.245,25.7,0.101,1.998,-0.555,11.01,-5.87,9.3,0,103,6
BTCUSDT,2023,candidate,dcv1_activo_15h,0.5,1.5,1.0,0.5 | 1.5 | 1.0,new,"Espacio 1 — Gestión multivariable (distance x activation x be simultáneos; atr_mult=1.5/atr_period=14/max_hold=20 fijos; sesión=dcv1_activo_15h única, sin control_8h)",110,108,9.37,0.982,False,1.21,35.2,0.116,1.907,-0.856,12.56,-6.1,9.2,0,94,14
BTCUSDT,2023,candidate,dcv1_activo_15h,0.5,1.5,1.5,0.5 | 1.5 | 1.5,new,"Espacio 1 — Gestión multivariable (distance x activation x be simultáneos; atr_mult=1.5/atr_period=14/max_hold=20 fijos; sesión=dcv1_activo_15h única, sin control_8h)",110,108,9.37,0.982,False,1.378,40.7,0.215,1.92,-0.958,23.18,-4.1,9.2,0,88,20
BTCUSDT,2023,candidate,dcv1_activo_15h,0.5,2.0,0.5,0.5 | 2.0 | 0.5,new,"Espacio 1 — Gestión multivariable (distance x activation x be simultáneos; atr_mult=1.5/atr_period=14/max_hold=20 fijos; sesión=dcv1_activo_15h única, sin control_8h)",110,109,9.39,0.991,False,1.209,22.0,0.087,2.286,-0.534,9.48,-6.38,9.3,0,103,6
BTCUSDT,2023,candidate,dcv1_activo_15h,0.5,2.0,1.0,0.5 | 2.0 | 1.0,replica,"Espacio 1 — Gestión multivariable (distance x activation x be simultáneos; atr_mult=1.5/atr_period=14/max_hold=20 fijos; sesión=dcv1_activo_15h única, sin control_8h)",110,108,9.37,0.982,False,1.153,29.6,0.086,2.186,-0.798,9.29,-6.65,9.2,0,93,15
BTCUSDT,2023,candidate,dcv1_activo_15h,0.5,2.0,1.5,0.5 | 2.0 | 1.5,new,"Espacio 1 — Gestión multivariable (distance x activation x be simultáneos; atr_mult=1.5/atr_period=14/max_hold=20 fijos; sesión=dcv1_activo_15h única, sin control_8h)",110,108,9.37,0.982,False,1.3,34.3,0.173,2.187,-0.876,18.69,-4.86,9.2,0,87,21
BTCUSDT,2023,candidate,dcv1_activo_15h,0.5,2.5,0.5,0.5 | 2.5 | 0.5,new,"Espacio 1 — Gestión multivariable (distance x activation x be simultáneos; atr_mult=1.5/atr_period=14/max_hold=20 fijos; sesión=dcv1_activo_15h única, sin control_8h)",110,109,9.39,0.991,False,1.234,20.2,0.098,2.558,-0.524,10.66,-6.38,9.3,0,103,6
BTCUSDT,2023,candidate,dcv1_activo_15h,0.5,2.5,1.0,0.5 | 2.5 | 1.0,new,"Espacio 1 — Gestión multivariable (distance x activation x be simultáneos; atr_mult=1.5/atr_period=14/max_hold=20 fijos; sesión=dcv1_activo_15h única, sin control_8h)",110,108,9.37,0.982,False,1.153,26.9,0.086,2.426,-0.772,9.33,-6.26,9.2,0,93,15
BTCUSDT,2023,candidate,dcv1_activo_15h,0.5,2.5,1.5,0.5 | 2.5 | 1.5,new,"Espacio 1 — Gestión multivariable (distance x activation x be simultáneos; atr_mult=1.5/atr_period=14/max_hold=20 fijos; sesión=dcv1_activo_15h única, sin control_8h)",110,108,9.37,0.982,False,1.299,31.5,0.173,2.391,-0.846,18.71,-4.47,9.2,0,86,22
BTCUSDT,2023,candidate,dcv1_activo_15h,0.75,1.5,0.5,0.75 | 1.5 | 0.5,new,"Espacio 1 — Gestión multivariable (distance x activation x be simultáneos; atr_mult=1.5/atr_period=14/max_hold=20 fijos; sesión=dcv1_activo_15h única, sin control_8h)",110,109,9.39,0.991,False,1.181,25.7,0.074,1.895,-0.555,8.12,-5.98,9.3,0,103,6
BTCUSDT,2023,candidate,dcv1_activo_15h,0.75,1.5,1.0,0.75 | 1.5 | 1.0,new,"Espacio 1 — Gestión multivariable (distance x activation x be simultáneos; atr_mult=1.5/atr_period=14/max_hold=20 fijos; sesión=dcv1_activo_15h única, sin control_8h)",110,108,9.37,0.982,False,1.128,35.2,0.071,1.779,-0.856,7.67,-6.45,9.2,0,94,14
BTCUSDT,2023,candidate,dcv1_activo_15h,0.75,1.5,1.5,0.75 | 1.5 | 1.5,new,"Espacio 1 — Gestión multivariable (distance x activation x be simultáneos; atr_mult=1.5/atr_period=14/max_hold=20 fijos; sesión=dcv1_activo_15h única, sin control_8h)",110,108,9.37,0.982,False,1.286,40.7,0.163,1.792,-0.958,17.56,-4.13,9.2,0,88,20
BTCUSDT,2023,candidate,dcv1_activo_15h,0.75,2.0,0.5,0.75 | 2.0 | 0.5,new,"Espacio 1 — Gestión multivariable (distance x activation x be simultáneos; atr_mult=1.5/atr_period=14/max_hold=20 fijos; sesión=dcv1_activo_15h única, sin control_8h)",110,109,9.39,0.991,False,1.195,22.0,0.081,2.261,-0.534,8.87,-6.38,9.3,0,103,6
BTCUSDT,2023,candidate,dcv1_activo_15h,0.75,2.0,1.0,0.75 | 2.0 | 1.0,new,"Espacio 1 — Gestión multivariable (distance x activation x be simultáneos; atr_mult=1.5/atr_period=14/max_hold=20 fijos; sesión=dcv1_activo_15h única, sin control_8h)",110,108,9.37,0.982,False,1.123,29.6,0.069,2.128,-0.798,7.43,-6.76,9.2,0,93,15
BTCUSDT,2023,candidate,dcv1_activo_15h,0.75,2.0,1.5,0.75 | 2.0 | 1.5,new,"Espacio 1 — Gestión multivariable (distance x activation x be simultáneos; atr_mult=1.5/atr_period=14/max_hold=20 fijos; sesión=dcv1_activo_15h única, sin control_8h)",110,108,9.37,0.982,False,1.26,34.3,0.15,2.119,-0.876,16.18,-4.98,9.2,0,87,21
BTCUSDT,2023,candidate,dcv1_activo_15h,0.75,2.5,0.5,0.75 | 2.5 | 0.5,new,"Espacio 1 — Gestión multivariable (distance x activation x be simultáneos; atr_mult=1.5/atr_period=14/max_hold=20 fijos; sesión=dcv1_activo_15h única, sin control_8h)",110,109,9.39,0.991,False,1.174,20.2,0.073,2.434,-0.524,7.93,-6.38,9.3,0,103,6
BTCUSDT,2023,candidate,dcv1_activo_15h,0.75,2.5,1.0,0.75 | 2.5 | 1.0,new,"Espacio 1 — Gestión multivariable (distance x activation x be simultáneos; atr_mult=1.5/atr_period=14/max_hold=20 fijos; sesión=dcv1_activo_15h única, sin control_8h)",110,108,9.37,0.982,False,1.092,26.9,0.052,2.297,-0.772,5.6,-6.37,9.2,0,93,15
BTCUSDT,2023,candidate,dcv1_activo_15h,0.75,2.5,1.5,0.75 | 2.5 | 1.5,new,"Espacio 1 — Gestión multivariable (distance x activation x be simultáneos; atr_mult=1.5/atr_period=14/max_hold=20 fijos; sesión=dcv1_activo_15h única, sin control_8h)",110,108,9.37,0.982,False,1.227,31.5,0.132,2.259,-0.846,14.23,-4.59,9.2,0,86,22
BTCUSDT,2023,candidate,dcv1_activo_15h,1.0,1.5,0.5,1.0 | 1.5 | 0.5,new,"Espacio 1 — Gestión multivariable (distance x activation x be simultáneos; atr_mult=1.5/atr_period=14/max_hold=20 fijos; sesión=dcv1_activo_15h única, sin control_8h)",110,109,9.39,0.991,False,1.12,25.7,0.05,1.798,-0.555,5.4,-6.1,9.3,0,103,6
BTCUSDT,2023,candidate,dcv1_activo_15h,1.0,1.5,1.0,1.0 | 1.5 | 1.0,replica,"Espacio 1 — Gestión multivariable (distance x activation x be simultáneos; atr_mult=1.5/atr_period=14/max_hold=20 fijos; sesión=dcv1_activo_15h única, sin control_8h)",110,108,9.37,0.982,False,1.049,35.2,0.027,1.655,-0.856,2.95,-6.8,9.2,0,94,14
BTCUSDT,2023,candidate,dcv1_activo_15h,1.0,1.5,1.5,1.0 | 1.5 | 1.5,new,"Espacio 1 — Gestión multivariable (distance x activation x be simultáneos; atr_mult=1.5/atr_period=14/max_hold=20 fijos; sesión=dcv1_activo_15h única, sin control_8h)",110,108,9.37,0.982,False,1.2,40.7,0.114,1.672,-0.958,12.27,-4.54,9.2,0,87,21
BTCUSDT,2023,candidate,dcv1_activo_15h,1.0,2.0,0.5,1.0 | 2.0 | 0.5,replica,"Espacio 1 — Gestión multivariable (distance x activation x be simultáneos; atr_mult=1.5/atr_period=14/max_hold=20 fijos; sesión=dcv1_activo_15h única, sin control_8h)",110,109,9.39,0.991,False,1.087,22.0,0.036,2.056,-0.534,3.97,-6.38,9.3,0,103,6
BTCUSDT,2023,anchor,dcv1_activo_15h,1.0,2.0,1.0,1.0 | 2.0 | 1.0,replica,"Espacio 1 — Gestión multivariable (distance x activation x be simultáneos; atr_mult=1.5/atr_period=14/max_hold=20 fijos; sesión=dcv1_activo_15h única, sin control_8h)",110,108,9.37,0.982,False,1.021,29.6,0.012,1.935,-0.798,1.28,-6.88,9.2,0,93,15
BTCUSDT,2023,candidate,dcv1_activo_15h,1.0,2.0,1.5,1.0 | 2.0 | 1.5,replica,"Espacio 1 — Gestión multivariable (distance x activation x be simultáneos; atr_mult=1.5/atr_period=14/max_hold=20 fijos; sesión=dcv1_activo_15h única, sin control_8h)",110,108,9.37,0.982,False,1.156,34.3,0.09,1.944,-0.876,9.71,-5.1,9.2,0,86,22
BTCUSDT,2023,candidate,dcv1_activo_15h,1.0,2.5,0.5,1.0 | 2.5 | 0.5,new,"Espacio 1 — Gestión multivariable (distance x activation x be simultáneos; atr_mult=1.5/atr_period=14/max_hold=20 fijos; sesión=dcv1_activo_15h única, sin control_8h)",110,109,9.39,0.991,False,1.119,20.2,0.05,2.32,-0.524,5.44,-6.38,9.3,0,103,6
BTCUSDT,2023,candidate,dcv1_activo_15h,1.0,2.5,1.0,1.0 | 2.5 | 1.0,replica,"Espacio 1 — Gestión multivariable (distance x activation x be simultáneos; atr_mult=1.5/atr_period=14/max_hold=20 fijos; sesión=dcv1_activo_15h única, sin control_8h)",110,108,9.37,0.982,False,1.034,26.9,0.019,2.176,-0.772,2.1,-6.49,9.2,0,93,15
BTCUSDT,2023,candidate,dcv1_activo_15h,1.0,2.5,1.5,1.0 | 2.5 | 1.5,new,"Espacio 1 — Gestión multivariable (distance x activation x be simultáneos; atr_mult=1.5/atr_period=14/max_hold=20 fijos; sesión=dcv1_activo_15h única, sin control_8h)",110,108,9.37,0.982,False,1.17,31.5,0.099,2.154,-0.846,10.65,-4.7,9.2,0,85,23
BTCUSDT,2023,candidate,dcv1_activo_15h,1.5,1.5,0.5,1.5 | 1.5 | 0.5,new,"Espacio 1 — Gestión multivariable (distance x activation x be simultáneos; atr_mult=1.5/atr_period=14/max_hold=20 fijos; sesión=dcv1_activo_15h única, sin control_8h)",110,109,9.39,0.991,False,1.095,24.8,0.039,1.826,-0.549,4.27,-6.34,9.3,0,102,7
BTCUSDT,2023,candidate,dcv1_activo_15h,1.5,1.5,1.0,1.5 | 1.5 | 1.0,new,"Espacio 1 — Gestión multivariable (distance x activation x be simultáneos; atr_mult=1.5/atr_period=14/max_hold=20 fijos; sesión=dcv1_activo_15h única, sin control_8h)",110,108,9.37,0.982,False,0.98,33.3,-0.011,1.636,-0.834,-1.19,-7.35,9.2,0,93,15
BTCUSDT,2023,candidate,dcv1_activo_15h,1.5,1.5,1.5,1.5 | 1.5 | 1.5,new,"Espacio 1 — Gestión multivariable (distance x activation x be simultáneos; atr_mult=1.5/atr_period=14/max_hold=20 fijos; sesión=dcv1_activo_15h única, sin control_8h)",110,108,9.37,0.982,False,1.11,38.9,0.063,1.624,-0.931,6.75,-5.57,9.2,0,85,23
BTCUSDT,2023,candidate,dcv1_activo_15h,1.5,2.0,0.5,1.5 | 2.0 | 0.5,new,"Espacio 1 — Gestión multivariable (distance x activation x be simultáneos; atr_mult=1.5/atr_period=14/max_hold=20 fijos; sesión=dcv1_activo_15h única, sin control_8h)",110,109,9.39,0.991,False,1.07,22.0,0.029,2.024,-0.534,3.19,-6.71,9.3,0,102,7
BTCUSDT,2023,candidate,dcv1_activo_15h,1.5,2.0,1.0,1.5 | 2.0 | 1.0,replica,"Espacio 1 — Gestión multivariable (distance x activation x be simultáneos; atr_mult=1.5/atr_period=14/max_hold=20 fijos; sesión=dcv1_activo_15h única, sin control_8h)",110,108,9.37,0.982,False,0.967,29.6,-0.019,1.833,-0.798,-2.0,-7.11,9.2,0,92,16
